reference_number,watch_URL,type,brand,year_introduced,parent_model,specific_model,nickname,marketing_name,style,currency,price,image_URL,made_in,case_shape,case_material,case_finish,caseback,diameter,between_lugs,lug_to_lug,case_thickness,bezel_material,bezel_color,crystal,water_resistance,weight,dial_color,numerals,bracelet_material,bracelet_color,clasp_type,movement,caliber,power_reserve,frequency,jewels,features,description,short_description
OCEABI36WW055,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-biretrograde-automatic-36mm-w2/18k-white-gold-diamond-set-oceabi36ww055,N/A,Harry Winston,N/A,N/A,Ocean Biretrograde Automatic 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,9.3 mm,N/A,N/A,N/A,10,N/A,"burgundy beaded mother-of-pearl
lotus flower motif",N/A,18K white gold,N/A,18K white gold,automatic,HW3302,N/A,N/A,N/A,"excentered hours and minutes
retrograde seconds
retrograde days
date",N/A,"Total gem-setting

                            524 brilliant-cut diamonds (approx. 11.17 cts)1 emerald-cut diamond (approx. 0.02 carat)"
PRNAHM36WW031,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/harry-winston-premier-kaleidoscope-automatic-36mm-w2/orange-pearl-alligator-leather-prnahm36ww031,N/A,Harry Winston,N/A,N/A,Harry Winston Premier Kaleidoscope Automatic 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,8.4 mm,N/A,N/A,N/A,3,N/A,"orange beaded mother-of-pearl lace
green beaded mother-of-pearl
white yellow and red mother-of-pearl cabochons",N/A,18K white gold,N/A,18K white gold,automatic,HW2008,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            170 brilliant-cut diamonds (approx. 2.66 cts)"
OCEAHD36RR001,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-automatic-36mm-r1/white-alligator-leather-oceahd36rr001,N/A,Harry Winston,N/A,N/A,Ocean Automatic 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,9.2 mm,N/A,N/A,N/A,10,N/A,"silver toned
sunray satin-brushed finish
shotblasted decor
luminescent indexes
18K gold Emerald applique",N/A,18K rose gold,N/A,18K rose gold,automatic,HW2005,N/A,N/A,N/A,"hours and minutes
date
Shuriken hand operating indicator",N/A,"Total gem-setting

                            43 brilliant-cut diamonds (approx. 1.53 cts)"
OCEACH36RR002,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-chronograph-automatic-36mm-r1/18k-rose-gold-oceach36rr002,N/A,Harry Winston,N/A,N/A,Ocean Chronograph Automatic 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,10.7 mm,N/A,N/A,N/A,10,N/A,"silver toned
sunray satin-brushed finish
snailed counters
luminescent indexes
18K gold Emerald applique",N/A,18K rose gold,N/A,18K rose gold,automatic,HW3204,N/A,N/A,N/A,"hours and minutes
chronograph with 30-minute and 12-hour counters
date
Shuriken hand operating indicator",N/A,"Total gem-setting

                            33 brilliant-cut diamonds (approx. 1.49 cts)"
PRNAHM31RR004,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-automatic-31mm-r1/white-alligator-leather-prnahm31rr004,N/A,Harry Winston,N/A,N/A,Premier Automatic 31mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,31 mm,N/A,N/A,8.4 mm,N/A,N/A,N/A,3,N/A,"white beaded mother-of-pearl
18K gold
sunray pattern",N/A,18K rose gold,N/A,18K rose gold,automatic,HW2010,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            204 brilliant-cut diamonds (approx. 1.48 cts)
1 emerald-cut diamond (approx. 0.02 carat)"
PRNAHM31WW004,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/harry-winston-premier-lotus-automatic-31mm-w1/18k-white-gold-diamond-set-prnahm31ww004,N/A,Harry Winston,N/A,N/A,Harry Winston Premier Lotus Automatic 31mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,31 mm,N/A,N/A,8.4 mm,N/A,N/A,N/A,3,N/A,"white mother-of-pearl
18K gold lotus flower
petals made of mother-of-pearl blue abalone and 18K gold martelé",N/A,18K white gold,N/A,18K white gold,automatic,HW2010,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            558 brilliant-cut diamonds (approx. 6.23 cts)7 marquise-cut diamonds (approx. 0.18 carat)"
PRNAHM31RR001,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/harry-winston-premier-lotus-automatic-31mm-r1/brown-pearl-alligator-leather-prnahm31rr001,N/A,Harry Winston,N/A,N/A,Harry Winston Premier Lotus Automatic 31mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,31 mm,N/A,N/A,8.4 mm,N/A,N/A,N/A,3,N/A,"white mother-of-pearl
18K gold lotus flower
petals made of mother-of-pearl tiger eye stone and 18K gold martelé",N/A,18K rose gold,N/A,18K rose gold,automatic,HW2010,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            225 brilliant-cut diamonds (approx. 1.50 cts)7 marquise-cut diamonds (approx. 0.18 carat)"
PRNAHM36RR030,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/harry-winston-premier-kaleidoscope-automatic-36mm-r2/red-pearl-alligator-leather-prnahm36rr030,N/A,Harry Winston,N/A,N/A,Harry Winston Premier Kaleidoscope Automatic 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,8.4 mm,N/A,N/A,N/A,3,N/A,"white beaded mother-of-pearl lace
red beaded mother-of-pearl
blue magenta orange and yellow mother-of-pearl cabochons",N/A,18K rose gold,N/A,18K rose gold,automatic,HW2008,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            112 brilliant-cut diamonds (approx. 2.55 cts)"
PRNAHM36WW030,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/harry-winston-premier-kaleidoscope-automatic-36mm-w1/light-blue-pearl-alligator-leather-prnahm36ww030,N/A,Harry Winston,N/A,N/A,Harry Winston Premier Kaleidoscope Automatic 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,8.4 mm,N/A,N/A,N/A,3,N/A,"turquoise beaded mother-of-pearl lace
green and white beaded mother-of-pearl
white turquoise and blue mother-of-pearl cabochons",N/A,18K white gold,N/A,18K white gold,automatic,HW2008,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            110 brilliant-cut diamonds (approx. 2.54 cts)"
OCEQMP36RR026,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-moon-phase-36mm-r1/taupe-alligator-leather-oceqmp36rr026,N/A,Harry Winston,N/A,N/A,Ocean Moon Phase 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,36 mm,N/A,N/A,8 mm,N/A,N/A,N/A,10,N/A,"black beaded mother-of-pearl
18K gold Emerald applique",N/A,18K rose gold,N/A,18K rose gold,quartz,HW5201,N/A,N/A,N/A,"hours and minutes
date
moon phase",N/A,"Total gem-setting

                            157 brilliant-cut diamonds (approx. 3.42 cts)"
OCEAHD36RR002,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-automatic-36mm-r1/18k-rose-gold-oceahd36rr002,N/A,Harry Winston,N/A,N/A,Ocean Automatic 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,9.2 mm,N/A,N/A,N/A,10,N/A,"silver toned
sunray satin-brushed finish
shotblasted decor
luminescent indexes
18K gold Emerald applique",N/A,18K rose gold,N/A,18K rose gold,automatic,HW2005,N/A,N/A,N/A,"hours and minutes
date
Shuriken hand operating indicator",N/A,"Total gem-setting

                            33 brilliant-cut diamonds (approx. 1.49 cts)"
OCEQMP36RR027,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-moon-phase-36mm-r1/18k-rose-gold-oceqmp36rr027,N/A,Harry Winston,N/A,N/A,Ocean Moon Phase 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,36 mm,N/A,N/A,8 mm,N/A,N/A,N/A,10,N/A,"black beaded mother-of-pearl
18K gold Emerald applique",N/A,18K rose gold,N/A,18K rose gold,quartz,HW5201,N/A,N/A,N/A,"hours and minutes
date
moon phase",N/A,"Total gem-setting

                            115 brilliant-cut diamonds (approx. 3.25 cts)"
PRNAHM31WW005,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-automatic-31mm-w1/white-alligator-leather-prnahm31ww005,N/A,Harry Winston,N/A,N/A,Premier Automatic 31mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,31 mm,N/A,N/A,8.4 mm,N/A,N/A,N/A,3,N/A,"blue beaded mother-of-pearl
18K gold
sunray pattern",N/A,18K white gold,N/A,18K white gold,automatic,HW2010,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            204 brilliant-cut diamonds (approx. 1.48 cts)
1 emerald-cut diamond (approx. 0.02 carat)"
PRNAHM36WW034,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/harry-winston-premier-lotus-automatic-36mm-w1/18k-white-gold-prnahm36ww034,N/A,Harry Winston,N/A,N/A,Harry Winston Premier Lotus Automatic 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,9.3 mm,N/A,N/A,N/A,3,N/A,"white mother-of-pearl
white and pink beaded mother-of-pearl
18K gold
18K gold martelé",N/A,18K white gold,N/A,18K white gold,automatic,HW2014,N/A,N/A,N/A,excentered hours and minutes,N/A,"Total gem-setting

                            210 brilliant-cut diamonds (approx. 2.52 cts)10 marquise-cut diamonds (approx. 0.24 carat)1 emerald-cut diamond (approx. 0.02 carat)"
OCEQMP36RR031,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-moon-phase-36mm-r2/18k-rose-gold-diamond-set-oceqmp36rr031,N/A,Harry Winston,N/A,N/A,Ocean Moon Phase 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,36 mm,N/A,N/A,8 mm,N/A,N/A,N/A,10,N/A,"blue beaded mother-of-pearl
18K gold Emerald applique",N/A,18K rose gold,N/A,18K rose gold,quartz,HW5201,N/A,N/A,N/A,"hours and minutes
date
moon phase",N/A,"Total gem-setting

                            551 brilliant-cut diamonds (approx. 11.26 cts)"
PRNAHM31WW006,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-automatic-31mm-w1/18k-white-gold-prnahm31ww006,N/A,Harry Winston,N/A,N/A,Premier Automatic 31mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,31 mm,N/A,N/A,8.4 mm,N/A,N/A,N/A,3,N/A,"blue beaded mother-of-pearl
18K gold
sunray pattern",N/A,18K white gold,N/A,18K white gold,automatic,HW2010,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            189 brilliant-cut diamonds (approx. 1.34 cts)
1 emerald-cut diamond (approx. 0.02 carat)"
PRNAHM31WW003,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/harry-winston-premier-lotus-automatic-31mm-w1/18k-white-gold-prnahm31ww003,N/A,Harry Winston,N/A,N/A,Harry Winston Premier Lotus Automatic 31mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,31 mm,N/A,N/A,8.4 mm,N/A,N/A,N/A,3,N/A,"white mother-of-pearl
18K gold lotus flower
petals made of mother-of-pearl blue abalone and 18K gold martelé",N/A,18K white gold,N/A,18K white gold,automatic,HW2010,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            210 brilliant-cut diamonds (approx. 1.36 cts)7 marquise-cut diamonds (approx. 0.18 carat)"
PRNAHM31RR003,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/harry-winston-premier-lotus-automatic-31mm-r1/18k-rose-gold-diamond-set-prnahm31rr003,N/A,Harry Winston,N/A,N/A,Harry Winston Premier Lotus Automatic 31mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,31 mm,N/A,N/A,8.4 mm,N/A,N/A,N/A,3,N/A,"white mother-of-pearl
18K gold lotus flower
petals made of mother-of-pearl tiger eye stone and 18K gold martelé",N/A,18K rose gold,N/A,18K rose gold,automatic,HW2010,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            558 brilliant-cut diamonds (approx. 6.23 cts)7 marquise-cut diamonds (approx. 0.18 carat)"
PRNAHM36WW027,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/harry-winston-premier-lotus-automatic-36mm-w1/pink-pearl-alligator-leather-prnahm36ww027,N/A,Harry Winston,N/A,N/A,Harry Winston Premier Lotus Automatic 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,9.3 mm,N/A,N/A,N/A,3,N/A,"white mother-of-pearl
white and pink beaded mother-of-pearl
18K gold
18K gold martelé",N/A,18K white gold,N/A,18K white gold,automatic,HW2014,N/A,N/A,N/A,excentered hours and minutes,N/A,"Total gem-setting

                            227 brilliant-cut diamonds (approx. 2.68 cts)10 marquise-cut diamonds (approx. 0.24 carat)1 emerald-cut diamond (approx. 0.02 carat)"
PRNAHM36WW035,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/harry-winston-premier-lotus-automatic-36mm-w1/18k-white-gold-diamond-set-prnahm36ww035,N/A,Harry Winston,N/A,N/A,Harry Winston Premier Lotus Automatic 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,9.3 mm,N/A,N/A,N/A,3,N/A,"white mother-of-pearl
white and pink beaded mother-of-pearl
18K gold
18K gold martelé",N/A,18K white gold,N/A,18K white gold,automatic,HW2014,N/A,N/A,N/A,excentered hours and minutes,N/A,"Total gem-setting

                            528 brilliant-cut diamonds (approx. 11.22 cts)10 marquise-cut diamonds (approx. 0.24 carat)1 emerald-cut diamond (approx. 0.02 carat)"
PRNASS36RR001,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-diamond-second-automatic-36mm-r1/blue-pearl-alligator-leather-prnass36rr001,N/A,Harry Winston,N/A,N/A,Premier Diamond Second Automatic 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,9.3 mm,N/A,N/A,N/A,3,N/A,blue and white mother-of-pearl,N/A,18K rose gold,N/A,18K rose gold,automatic,HW2201,N/A,N/A,N/A,"excentered hours and minutes
small seconds",N/A,"Total gem-setting

                            116 brilliant-cut diamonds (approx. 2.61 cts)1 emerald-cut diamond (approx. 0.02 carat)"
PRNASS36WW002,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-diamond-second-automatic-36mm-w1/18k-white-gold-prnass36ww002,N/A,Harry Winston,N/A,N/A,Premier Diamond Second Automatic 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,9.3 mm,N/A,N/A,N/A,3,N/A,white and burgundy mother-of-pearl,N/A,18K white gold,N/A,18K white gold,automatic,HW2201,N/A,N/A,N/A,"excentered hours and minutes
small seconds",N/A,"Total gem-setting

                            96 brilliant-cut diamonds (approx. 2.45 cts)3 brilliant-cut pink sapphires (approx. 0.01 carat)1 emerald-cut diamond (approx. 0.02 carat)"
PRNASS36WW003,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-diamond-second-automatic-36mm-w1/18k-white-gold-diamond-set-prnass36ww003,N/A,Harry Winston,N/A,N/A,Premier Diamond Second Automatic 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,9.3 mm,N/A,N/A,N/A,3,N/A,white and burgundy mother-of-pearl,N/A,18K white gold,N/A,18K white gold,automatic,HW2201,N/A,N/A,N/A,"excentered hours and minutes
small seconds",N/A,"Total gem-setting

                            414 brilliant-cut diamonds (approx. 11.14 cts)3 brilliant-cut pink sapphires (approx. 0.01 carat)1 emerald-cut diamond (approx. 0.02 carat)"
PRNAMP36WW002,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-precious-moon-phase-automatic-36mm-w1/18k-white-gold-prnamp36ww002,N/A,Harry Winston,N/A,N/A,Premier Precious Moon Phase Automatic 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,9.8 mm,N/A,N/A,N/A,3,N/A,"blue aventurine
blue and white mother-of-pearl",N/A,18K white gold,N/A,18K white gold,automatic,HW3102,N/A,N/A,N/A,"excentered hours and minutes
moon phase",N/A,"Total gem-setting

                            159 brilliant-cut diamonds (approx. 2.48 cts)1 emerald-cut diamond (approx. 0.01 carat)"
PRNQMP36RR003,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-moon-phase-36mm-r1/18k-rose-gold-prnqmp36rr003,N/A,Harry Winston,N/A,N/A,Premier Moon Phase 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,36 mm,N/A,N/A,7.9 mm,N/A,N/A,N/A,3,N/A,"white beaded mother-of-pearl
blue mother-of-pearl
18K rose gold moon",N/A,18K rose gold,N/A,18K rose gold,quartz,HW5201,N/A,N/A,N/A,"hours and minutes
date
moon phase",N/A,"Total gem-setting

                            87 brilliant-cut diamonds (approx. 2.43 cts)"
PRNAMP36WW001,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-precious-moon-phase-automatic-36mm-w1/blue-pearl-alligator-leather-prnamp36ww001,N/A,Harry Winston,N/A,N/A,Premier Precious Moon Phase Automatic 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,9.8 mm,N/A,N/A,N/A,3,N/A,"blue aventurine
blue and white mother-of-pearl",N/A,18K white gold,N/A,18K white gold,automatic,HW3102,N/A,N/A,N/A,"excentered hours and minutes
moon phase",N/A,"Total gem-setting

                            176 brilliant-cut diamonds (approx. 2.63 cts)1 emerald-cut diamond (approx. 0.01 carat)"
PRNQHM31RR001,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-31mm-r1/brown-pearl-alligator-leather-prnqhm31rr001,N/A,Harry Winston,N/A,N/A,Premier 31mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,31 mm,N/A,N/A,6.7 mm,N/A,N/A,N/A,3,N/A,white mother-of-pearl,N/A,18K rose gold,N/A,18K rose gold,quartz,HW5002,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            90 brilliant-cut diamonds (approx. 1.33 cts)"
PRNAHM31RR002,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/harry-winston-premier-lotus-automatic-31mm-r1/18k-rose-gold-prnahm31rr002,N/A,Harry Winston,N/A,N/A,Harry Winston Premier Lotus Automatic 31mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,31 mm,N/A,N/A,8.4 mm,N/A,N/A,N/A,3,N/A,"white mother-of-pearl
18K gold lotus flower
petals made of mother-of-pearl tiger eye stone and 18K gold martelé",N/A,18K rose gold,N/A,18K rose gold,automatic,HW2010,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            210 brilliant-cut diamonds (approx. 1.36 cts)7 marquise-cut diamonds (approx. 0.18 carat)"
PRNQHM31WW001,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-31mm-w1/dark-gray-pearl-alligator-leather-prnqhm31ww001,N/A,Harry Winston,N/A,N/A,Premier 31mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,31 mm,N/A,N/A,6.7 mm,N/A,N/A,N/A,3,N/A,white mother-of-pearl,N/A,18K white gold,N/A,18K white gold,quartz,HW5002,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            90 brilliant-cut diamonds (approx. 1.33 cts)"
PRNQHM31WW003,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-31mm-w1/18k-white-gold-prnqhm31ww003,N/A,Harry Winston,N/A,N/A,Premier 31mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,31 mm,N/A,N/A,6.7 mm,N/A,N/A,N/A,3,N/A,white mother-of-pearl,N/A,18K white gold,N/A,18K white gold,quartz,HW5002,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            75 brilliant-cut diamonds (approx. 1.19 cts)"
PRNQMP36RR001,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-moon-phase-36mm-r1/white-pearl-alligator-leather-prnqmp36rr001,N/A,Harry Winston,N/A,N/A,Premier Moon Phase 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,36 mm,N/A,N/A,7.9 mm,N/A,N/A,N/A,3,N/A,"white beaded mother-of-pearl
blue mother-of-pearl
18K rose gold moon",N/A,18K rose gold,N/A,18K rose gold,quartz,HW5201,N/A,N/A,N/A,"hours and minutes
date
moon phase",N/A,"Total gem-setting

                            104 brilliant-cut diamonds (approx. 2.58 cts)"
PRNQHM31RR003,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-31mm-r1/18k-rose-gold-prnqhm31rr003,N/A,Harry Winston,N/A,N/A,Premier 31mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,31 mm,N/A,N/A,6.7 mm,N/A,N/A,N/A,3,N/A,white mother-of-pearl,N/A,18K rose gold,N/A,18K rose gold,quartz,HW5002,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            75 brilliant-cut diamonds (approx. 1.19 cts)"
PRNQMP36RR004,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-moon-phase-36mm-r1/18k-rose-gold-diamond-set-prnqmp36rr004,N/A,Harry Winston,N/A,N/A,Premier Moon Phase 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,36 mm,N/A,N/A,7.9 mm,N/A,N/A,N/A,3,N/A,"white beaded mother-of-pearl
blue mother-of-pearl
18K rose gold moon",N/A,18K rose gold,N/A,18K rose gold,quartz,HW5201,N/A,N/A,N/A,"hours and minutes
date
moon phase",N/A,"Total gem-setting

                            405 brilliant–cut diamonds (approx. 11.12 cts)"
PRNAHM31WW001,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-winston-candy-automatic-31mm-w1/raspberry-pearl-alligator-leather-prnahm31ww001,N/A,Harry Winston,N/A,N/A,Premier Winston Candy Automatic 31mm,N/A,Limited edition: 77 pieces,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,31 mm,N/A,N/A,8.3 mm,N/A,N/A,N/A,3,N/A,gem-setting,N/A,18K white gold,N/A,18K white gold,automatic,HW2010,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            136 brilliant-cut diamonds (approx. 1.26 cts)47 brilliant-cut blue sapphires (approx. 0.68 carat)36 brilliant-cut tsavorites (approx. 0.58 carat)33 brilliant-cut orange spessartites (approx. 0.41 carat)29 brilliant-cut Paraíba tourmalines (approx. 0.23 carat)25 brilliant-cut pink sapphires (approx. 0.41 carat)16 brilliant-cut red spinels (approx. 0.09 carat)"
PRNAMP36WW003,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-precious-moon-phase-automatic-36mm-w1/18k-white-gold-diamond-set-prnamp36ww003,N/A,Harry Winston,N/A,N/A,Premier Precious Moon Phase Automatic 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,9.8 mm,N/A,N/A,N/A,3,N/A,"blue aventurine
blue and white mother-of-pearl",N/A,18K white gold,N/A,18K white gold,automatic,HW3102,N/A,N/A,N/A,"excentered hours and minutes
moon phase",N/A,"Total gem-setting

                            477 brilliant-cut diamonds (approx. 11.17 cts)1 emerald-cut diamond (approx. 0.01 carat)"
PRNQHM31WW004,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-31mm-w1/18k-white-gold-diamond-set-prnqhm31ww004,N/A,Harry Winston,N/A,N/A,Premier 31mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,31 mm,N/A,N/A,6.7 mm,N/A,N/A,N/A,3,N/A,white mother-of-pearl,N/A,18K white gold,N/A,18K white gold,quartz,HW5002,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            423 brilliant-cut diamonds (approx. 6.07 cts)"
PRNQMP36WW006,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-moon-phase-36mm-w2/18k-white-gold-diamond-set-prnqmp36ww006,N/A,Harry Winston,N/A,N/A,Premier Moon Phase 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,36 mm,N/A,N/A,7.9 mm,N/A,N/A,N/A,3,N/A,"blue beaded mother-of-pearl
blue mother-of-pearl
18K white gold moon",N/A,18K white gold,N/A,18K white gold,quartz,HW5201,N/A,N/A,N/A,"hours and minutes
date
moon phase",N/A,"Total gem-setting

                            405 brilliant–cut diamonds (approx. 11.12 cts)"
PRNQHM31RR004,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-31mm-r1/18k-rose-gold-diamond-set-prnqhm31rr004,N/A,Harry Winston,N/A,N/A,Premier 31mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,31 mm,N/A,N/A,6.7 mm,N/A,N/A,N/A,3,N/A,white mother-of-pearl,N/A,18K rose gold,N/A,18K rose gold,quartz,HW5002,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            423 brilliant-cut diamonds (approx. 6.07 cts)"
PRNQMP36WW005,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-moon-phase-36mm-w2/18k-white-gold-prnqmp36ww005,N/A,Harry Winston,N/A,N/A,Premier Moon Phase 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,36 mm,N/A,N/A,7.9 mm,N/A,N/A,N/A,3,N/A,"blue beaded mother-of-pearl
blue mother-of-pearl
18K white gold moon",N/A,18K white gold,N/A,18K white gold,quartz,HW5201,N/A,N/A,N/A,"hours and minutes
date
moon phase",N/A,"Total gem-setting

                            87 brilliant-cut diamonds (approx. 2.43 cts)"
