reference_number,watch_URL,type,brand,year_introduced,parent_model,specific_model,nickname,marketing_name,style,currency,price,image_URL,made_in,case_shape,case_material,case_finish,caseback,diameter,between_lugs,lug_to_lug,case_thickness,bezel_material,bezel_color,crystal,water_resistance,weight,dial_color,numerals,bracelet_material,bracelet_color,clasp_type,movement,caliber,power_reserve,frequency,jewels,features,description,short_description
PRNQHM31WW004,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-31mm-w1/18k-white-gold-diamond-set-prnqhm31ww004,,Harry Winston,,,Premier 31mm,,,,,,,,,,,closed,31 mm,,,6.7 mm,,,,3,,white mother-of-pearl,,18K white gold,,18K white gold,quartz,HW5002,,,,hours and minutes,,"Total gem-setting

                            423 brilliant-cut diamonds (approx. 6.07 cts)"
OCEQMP36RR028,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-moon-phase-36mm-r1/18k-rose-gold-diamond-set-oceqmp36rr028,,Harry Winston,,,Ocean Moon Phase 36mm,,,,,,,,,,,closed,36 mm,,,8 mm,,,,10,,"black beaded mother-of-pearl
18K gold Emerald applique",,18K rose gold,,18K rose gold,quartz,HW5201,,,,"hours and minutes
date
moon phase",,"Total gem-setting

                            551 brilliant-cut diamonds (approx. 11.26 cts)"
OCEQMP36RR029,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-moon-phase-36mm-r2/taupe-alligator-leather-oceqmp36rr029,,Harry Winston,,,Ocean Moon Phase 36mm,,,,,,,,,,,closed,36 mm,,,8 mm,,,,10,,"blue beaded mother-of-pearl
18K gold Emerald applique",,18K rose gold,,18K rose gold,quartz,HW5201,,,,"hours and minutes
date
moon phase",,"Total gem-setting

                            157 brilliant-cut diamonds (approx. 3.42 cts)"
PRNAHM36WW047,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-sunflower-automatic-36mm-w3/yellow-pearl-alligator-leather-prnahm36ww047,,Harry Winston,,,Premier Sunflower Automatic 36mm,,*Limited edition: 30 pieces,,,,,,,,,"open, sapphire crystal",36 mm,,,8.4 mm,,,,3,,"18K gold 
yellow beaded mother-of-pearl
yellow beaded mother-of-pearl cabochons",,18K white gold,,18K white gold,automatic,HW2008,,,,hours and minutes,,"Total gem-setting

                            194 brilliant-cut diamonds (approx. 4.66 cts)
8 brilliant-cut yellow sapphires (approx. 0.24 carat)"
PRNAHM36WW034,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/harry-winston-premier-lotus-automatic-36mm-w1/18k-white-gold-prnahm36ww034,,Harry Winston,,,Harry Winston Premier Lotus Automatic 36mm,,,,,,,,,,,"open, sapphire crystal",36 mm,,,9.3 mm,,,,3,,"white mother-of-pearl
white and pink beaded mother-of-pearl
18K gold
18K gold martelé",,18K white gold,,18K white gold,automatic,HW2014,,,,excentered hours and minutes,,"Total gem-setting

                            210 brilliant-cut diamonds (approx. 2.52 cts)10 marquise-cut diamonds (approx. 0.24 carat)1 emerald-cut diamond (approx. 0.02 carat)"
PRNAHM31RR006,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-automatic-31mm-r1/18k-rose-gold-diamond-set-prnahm31rr006,,Harry Winston,,,Premier Automatic 31mm,,,,,,,,,,,"open, sapphire crystal",31 mm,,,8.4 mm,,,,3,,"white beaded mother-of-pearl
18K gold
sunray pattern",,18K rose gold,,18K rose gold,automatic,HW2010,,,,hours and minutes,,"Total gem-setting

                            537 brilliant-cut diamonds (approx. 6.22 cts)
1 emerald-cut diamond (approx. 0.02 carat)"
OCEQMP36RR031,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-moon-phase-36mm-r2/18k-rose-gold-diamond-set-oceqmp36rr031,,Harry Winston,,,Ocean Moon Phase 36mm,,,,,,,,,,,closed,36 mm,,,8 mm,,,,10,,"blue beaded mother-of-pearl
18K gold Emerald applique",,18K rose gold,,18K rose gold,quartz,HW5201,,,,"hours and minutes
date
moon phase",,"Total gem-setting

                            551 brilliant-cut diamonds (approx. 11.26 cts)"
OCEQMP36RR027,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-moon-phase-36mm-r1/18k-rose-gold-oceqmp36rr027,,Harry Winston,,,Ocean Moon Phase 36mm,,,,,,,,,,,closed,36 mm,,,8 mm,,,,10,,"black beaded mother-of-pearl
18K gold Emerald applique",,18K rose gold,,18K rose gold,quartz,HW5201,,,,"hours and minutes
date
moon phase",,"Total gem-setting

                            115 brilliant-cut diamonds (approx. 3.25 cts)"
PRNAHM36WW042,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-brilliant-sparkle-automatic-36mm-w1/white-pearl-alligator-leather-prnahm36ww042,,Harry Winston,,,Premier Brilliant Sparkle Automatic 36mm,,*Limited edition: unique piece,,,,,,,,,"open, sapphire crystal",36 mm,,,10.5 mm,,,,3,,three-dimensional invisible setting,,18K white gold,,18K white gold,automatic,HW2008,,,,hours and minutes,,"Total gem-setting

                            333 baguette-cut diamonds (approx. 12.70 cts)
42 baguette-cut yellow diamonds (approx. 1.19 cts)
36 brilliant-cut diamonds (approx. 0.19 cts)
11 brilliant-cut yellow diamonds (approx. 0.25 cts)"
PRNAHM36WW030,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/harry-winston-premier-kaleidoscope-automatic-36mm-w1/light-blue-pearl-alligator-leather-prnahm36ww030,,Harry Winston,,,Harry Winston Premier Kaleidoscope Automatic 36mm,,,,,,,,,,,"open, sapphire crystal",36 mm,,,8.4 mm,,,,3,,"turquoise beaded mother-of-pearl lace
green and white beaded mother-of-pearl
white, turquoise and blue mother-of-pearl cabochons",,18K white gold,,18K white gold,automatic,HW2008,,,,hours and minutes,,"Total gem-setting

                            110 brilliant-cut diamonds (approx. 2.54 cts)"
PRNAHM36WW027,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/harry-winston-premier-lotus-automatic-36mm-w1/pink-pearl-alligator-leather-prnahm36ww027,,Harry Winston,,,Harry Winston Premier Lotus Automatic 36mm,,,,,,,,,,,"open, sapphire crystal",36 mm,,,9.3 mm,,,,3,,"white mother-of-pearl
white and pink beaded mother-of-pearl
18K gold
18K gold martelé",,18K white gold,,18K white gold,automatic,HW2014,,,,excentered hours and minutes,,"Total gem-setting

                            227 brilliant-cut diamonds (approx. 2.68 cts)10 marquise-cut diamonds (approx. 0.24 carat)1 emerald-cut diamond (approx. 0.02 carat)"
PRNAHM31WW004,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/harry-winston-premier-lotus-automatic-31mm-w1/18k-white-gold-diamond-set-prnahm31ww004,,Harry Winston,,,Harry Winston Premier Lotus Automatic 31mm,,,,,,,,,,,"open, sapphire crystal",31 mm,,,8.4 mm,,,,3,,"white mother-of-pearl
18K gold lotus flower
petals made of mother-of-pearl, blue abalone and 18K gold martelé",,18K white gold,,18K white gold,automatic,HW2010,,,,hours and minutes,,"Total gem-setting

                            558 brilliant-cut diamonds (approx. 6.23 cts)7 marquise-cut diamonds (approx. 0.18 carat)"
PRNAHM31RR003,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/harry-winston-premier-lotus-automatic-31mm-r1/18k-rose-gold-diamond-set-prnahm31rr003,,Harry Winston,,,Harry Winston Premier Lotus Automatic 31mm,,,,,,,,,,,"open, sapphire crystal",31 mm,,,8.4 mm,,,,3,,"white mother-of-pearl
18K gold lotus flower
petals made of mother-of-pearl, tiger eye stone and 18K gold martelé",,18K rose gold,,18K rose gold,automatic,HW2010,,,,hours and minutes,,"Total gem-setting

                            558 brilliant-cut diamonds (approx. 6.23 cts)7 marquise-cut diamonds (approx. 0.18 carat)"
PRNASS36WW002,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-diamond-second-automatic-36mm-w1/18k-white-gold-prnass36ww002,,Harry Winston,,,Premier Diamond Second Automatic 36mm,,,,,,,,,,,"open, sapphire crystal",36 mm,,,9.3 mm,,,,3,,white and burgundy mother-of-pearl,,18K white gold,,18K white gold,automatic,HW2201,,,,"excentered hours and minutes
small seconds",,"Total gem-setting

                            96 brilliant-cut diamonds (approx. 2.45 cts)3 brilliant-cut pink sapphires (approx. 0.01 carat)1 emerald-cut diamond (approx. 0.02 carat)"
PRNASS36WW001,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-diamond-second-automatic-36mm-w1/burgundy-pearl-alligator-leather-prnass36ww001,,Harry Winston,,,Premier Diamond Second Automatic 36mm,,,,,,,,,,,"open, sapphire crystal",36 mm,,,9.3 mm,,,,3,,white and burgundy mother-of-pearl,,18K white gold,,18K white gold,automatic,HW2201,,,,"excentered hours and minutes
small seconds",,"Total gem-setting

                            113 brilliant-cut diamonds (approx. 2.60 cts)3 brilliant-cut pink sapphires (approx. 0.01 carat)1 emerald-cut diamond (approx. 0.02 carat)"
PRNQMP36WW006,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-moon-phase-36mm-w2/18k-white-gold-diamond-set-prnqmp36ww006,,Harry Winston,,,Premier Moon Phase 36mm,,,,,,,,,,,closed,36 mm,,,7.9 mm,,,,3,,"blue beaded mother-of-pearl
blue mother-of-pearl
18K white gold moon",,18K white gold,,18K white gold,quartz,HW5201,,,,"hours and minutes
date
moon phase",,"Total gem-setting

                            405 brilliant–cut diamonds (approx. 11.12 cts)"
PRNQMP36RR001,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-moon-phase-36mm-r1/white-pearl-alligator-leather-prnqmp36rr001,,Harry Winston,,,Premier Moon Phase 36mm,,,,,,,,,,,closed,36 mm,,,7.9 mm,,,,3,,"white beaded mother-of-pearl
blue mother-of-pearl
18K rose gold moon",,18K rose gold,,18K rose gold,quartz,HW5201,,,,"hours and minutes
date
moon phase",,"Total gem-setting

                            104 brilliant-cut diamonds (approx. 2.58 cts)"
PRNQMP36RR003,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-moon-phase-36mm-r1/18k-rose-gold-prnqmp36rr003,,Harry Winston,,,Premier Moon Phase 36mm,,,,,,,,,,,closed,36 mm,,,7.9 mm,,,,3,,"white beaded mother-of-pearl
blue mother-of-pearl
18K rose gold moon",,18K rose gold,,18K rose gold,quartz,HW5201,,,,"hours and minutes
date
moon phase",,"Total gem-setting

                            87 brilliant-cut diamonds (approx. 2.43 cts)"
PRNASS36RR003,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-diamond-second-automatic-36mm-r1/18k-rose-gold-diamond-set-prnass36rr003,,Harry Winston,,,Premier Diamond Second Automatic 36mm,,,,,,,,,,,"open, sapphire crystal",36 mm,,,9.3 mm,,,,3,,blue and white mother-of-pearl,,18K rose gold,,18K rose gold,automatic,HW2201,,,,"excentered hours and minutes
small seconds",,"Total gem-setting

                            417 brilliant-cut diamonds (approx. 11.16 cts)1 emerald-cut diamond (approx. 0.02 carat)"
PRNQHM31WW001,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-31mm-w1/dark-gray-pearl-alligator-leather-prnqhm31ww001,,Harry Winston,,,Premier 31mm,,,,,,,,,,,closed,31 mm,,,6.7 mm,,,,3,,white mother-of-pearl,,18K white gold,,18K white gold,quartz,HW5002,,,,hours and minutes,,"Total gem-setting

                            90 brilliant-cut diamonds (approx. 1.33 cts)"
PRNQHM31RR001,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-31mm-r1/brown-pearl-alligator-leather-prnqhm31rr001,,Harry Winston,,,Premier 31mm,,,,,,,,,,,closed,31 mm,,,6.7 mm,,,,3,,white mother-of-pearl,,18K rose gold,,18K rose gold,quartz,HW5002,,,,hours and minutes,,"Total gem-setting

                            90 brilliant-cut diamonds (approx. 1.33 cts)"
PRNQHM31RR003,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-31mm-r1/18k-rose-gold-prnqhm31rr003,,Harry Winston,,,Premier 31mm,,,,,,,,,,,closed,31 mm,,,6.7 mm,,,,3,,white mother-of-pearl,,18K rose gold,,18K rose gold,quartz,HW5002,,,,hours and minutes,,"Total gem-setting

                            75 brilliant-cut diamonds (approx. 1.19 cts)"
PRNASS36RR002,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-diamond-second-automatic-36mm-r1/18k-rose-gold-prnass36rr002,,Harry Winston,,,Premier Diamond Second Automatic 36mm,,,,,,,,,,,"open, sapphire crystal",36 mm,,,9.3 mm,,,,3,,blue and white mother-of-pearl,,18K rose gold,,18K rose gold,automatic,HW2201,,,,"excentered hours and minutes
small seconds",,"Total gem-setting

                            99 brilliant-cut diamonds (approx. 2.46 cts)1 emerald-cut diamond (approx. 0.02 carat)"
PRNQHM31RR004,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-31mm-r1/18k-rose-gold-diamond-set-prnqhm31rr004,,Harry Winston,,,Premier 31mm,,,,,,,,,,,closed,31 mm,,,6.7 mm,,,,3,,white mother-of-pearl,,18K rose gold,,18K rose gold,quartz,HW5002,,,,hours and minutes,,"Total gem-setting

                            423 brilliant-cut diamonds (approx. 6.07 cts)"
PRNASS36WW003,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-diamond-second-automatic-36mm-w1/18k-white-gold-diamond-set-prnass36ww003,,Harry Winston,,,Premier Diamond Second Automatic 36mm,,,,,,,,,,,"open, sapphire crystal",36 mm,,,9.3 mm,,,,3,,white and burgundy mother-of-pearl,,18K white gold,,18K white gold,automatic,HW2201,,,,"excentered hours and minutes
small seconds",,"Total gem-setting

                            414 brilliant-cut diamonds (approx. 11.14 cts)3 brilliant-cut pink sapphires (approx. 0.01 carat)1 emerald-cut diamond (approx. 0.02 carat)"
PRNQHM31WW003,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-31mm-w1/18k-white-gold-prnqhm31ww003,,Harry Winston,,,Premier 31mm,,,,,,,,,,,closed,31 mm,,,6.7 mm,,,,3,,white mother-of-pearl,,18K white gold,,18K white gold,quartz,HW5002,,,,hours and minutes,,"Total gem-setting

                            75 brilliant-cut diamonds (approx. 1.19 cts)"
PRNQMP36WW005,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-moon-phase-36mm-w2/18k-white-gold-prnqmp36ww005,,Harry Winston,,,Premier Moon Phase 36mm,,,,,,,,,,,closed,36 mm,,,7.9 mm,,,,3,,"blue beaded mother-of-pearl
blue mother-of-pearl
18K white gold moon",,18K white gold,,18K white gold,quartz,HW5201,,,,"hours and minutes
date
moon phase",,"Total gem-setting

                            87 brilliant-cut diamonds (approx. 2.43 cts)"
PRNAHM36WW035,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/harry-winston-premier-lotus-automatic-36mm-w1/18k-white-gold-diamond-set-prnahm36ww035,,Harry Winston,,,Harry Winston Premier Lotus Automatic 36mm,,,,,,,,,,,"open, sapphire crystal",36 mm,,,9.3 mm,,,,3,,"white mother-of-pearl
white and pink beaded mother-of-pearl
18K gold
18K gold martelé",,18K white gold,,18K white gold,automatic,HW2014,,,,excentered hours and minutes,,"Total gem-setting

                            528 brilliant-cut diamonds (approx. 11.22 cts)10 marquise-cut diamonds (approx. 0.24 carat)1 emerald-cut diamond (approx. 0.02 carat)"
PRNASS36RR001,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-diamond-second-automatic-36mm-r1/blue-pearl-alligator-leather-prnass36rr001,,Harry Winston,,,Premier Diamond Second Automatic 36mm,,,,,,,,,,,"open, sapphire crystal",36 mm,,,9.3 mm,,,,3,,blue and white mother-of-pearl,,18K rose gold,,18K rose gold,automatic,HW2201,,,,"excentered hours and minutes
small seconds",,"Total gem-setting

                            116 brilliant-cut diamonds (approx. 2.61 cts)1 emerald-cut diamond (approx. 0.02 carat)"
PRNQMP36WW002,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-moon-phase-36mm-w2/blue-pearl-alligator-leather-prnqmp36ww002,,Harry Winston,,,Premier Moon Phase 36mm,,,,,,,,,,,closed,36 mm,,,7.9 mm,,,,3,,"blue beaded mother-of-pearl
blue mother-of-pearl
18K white gold moon",,18K white gold,,18K white gold,quartz,HW5201,,,,"hours and minutes
date
moon phase",,"Total gem-setting

                            104 brilliant-cut diamonds (approx. 2.58 cts)"
PRNAHM36RR018,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-precious-lace-automatic-36mm-r1/blue-pearl-alligator-leather-prnahm36rr018,,Harry Winston,,,Premier Precious Lace Automatic 36mm,,,,,,,,,,,"open, sapphire crystal",36 mm,,,9.3 mm,,,,3,,"blue mother-of-pearl
yellow mother-of-pearl lacework",,18K rose gold,,18K rose gold,automatic,HW2014,,,,excentered hours and minutes,,"Total gem-setting

                            85 brilliant-cut diamonds (approx. 2.54 cts)35 marquise-cut diamonds (approx. 0.59 carat)"
PRNAHM36RR015,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-pearly-lace-automatic-36mm-r1/18k-rose-gold-prnahm36rr015,,Harry Winston,,,Premier Pearly Lace Automatic 36mm,,,,,,,,,,,"open, sapphire crystal",36 mm,,,7.7 mm,,,,3,,"burgundy beaded mother-of-pearl
Tahitian mother-of-pearl lacework",,18K rose gold,,18K rose gold,automatic,HW2008,,,,hours and minutes,,"Total gem-setting

                            57 brilliant–cut diamonds (approx. 2.32 cts)"
PRNAHM31WW001,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-winston-candy-automatic-31mm-w1/raspberry-pearl-alligator-leather-prnahm31ww001,,Harry Winston,,,Premier Winston Candy Automatic 31mm,,*Limited edition: 77 pieces,,,,,,,,,"open, sapphire crystal",31 mm,,,8.3 mm,,,,3,,gem-setting,,18K white gold,,18K white gold,automatic,HW2010,,,,hours and minutes,,"Total gem-setting

                            136 brilliant-cut diamonds (approx. 1.26 cts)47 brilliant-cut blue sapphires (approx. 0.68 carat)36 brilliant-cut tsavorites (approx. 0.58 carat)33 brilliant-cut orange spessartites (approx. 0.41 carat)29 brilliant-cut Paraíba tourmalines (approx. 0.23 carat)25 brilliant-cut pink sapphires (approx. 0.41 carat)16 brilliant-cut red spinels (approx. 0.09 carat)"
PRNAMP36WW003,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-precious-moon-phase-automatic-36mm-w1/18k-white-gold-diamond-set-prnamp36ww003,,Harry Winston,,,Premier Precious Moon Phase Automatic 36mm,,,,,,,,,,,"open, sapphire crystal",36 mm,,,9.8 mm,,,,3,,"blue aventurine
blue and white mother-of-pearl",,18K white gold,,18K white gold,automatic,HW3102,,,,"excentered hours and minutes
moon phase",,"Total gem-setting

                            477 brilliant-cut diamonds (approx. 11.17 cts)1 emerald-cut diamond (approx. 0.01 carat)"
PRNAHM36WW010,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-pearly-lace-automatic-36mm-w1/18k-white-gold-prnahm36ww010,,Harry Winston,,,Premier Pearly Lace Automatic 36mm,,,,,,,,,,,"open, sapphire crystal",36 mm,,,7.7 mm,,,,3,,"blue beaded mother-of-pearl
white beaded mother-of-pearl lacework",,18K white gold,,18K white gold,automatic,HW2008,,,,hours and minutes,,"Total gem-setting

                            57 brilliant–cut diamonds (approx. 2.32 cts)"
PRNAHM36WW033,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-majestic-art-deco-automatic-36mm-w1/black-pearl-alligator-leather-prnahm36ww033,,Harry Winston,,,Premier Majestic Art Deco Automatic 36mm,,,,,,,,,,,"open, sapphire crystal",36 mm,,,9.3 mm,,,,3,,"mother-of-pearl marquetry
white and gray mother-of-pearl cabochons
black jade",,18K white gold,,18K white gold,automatic,HW2008,,,,hours and minutes,,"Total gem-setting

                            162 brilliant-cut diamonds (approx. 2.90 cts)"
PRNQCH40RR006,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-chronograph-40mm-r2/18k-rose-gold-diamond-set-prnqch40rr006,,Harry Winston,,,Premier Chronograph 40mm,,,,,,,,,,,closed,40 mm,,,9.5 mm,,,,3,,"Tahitian mother-of-pearl
18K gold Emerald applique",,18K rose gold,,18K rose gold,quartz,HW5202,,,,"hours, minutes and seconds
date
chronograph
minutes counter
1/10 sec. counter",,"Total gem-setting

                            512 brilliant-cut diamonds (approx. 12.27 cts)"
PRNQMP36WW001,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-moon-phase-36mm-w1/white-pearl-alligator-leather-prnqmp36ww001,,Harry Winston,,,Premier Moon Phase 36mm,,,,,,,,,,,closed,36 mm,,,7.9 mm,,,,3,,"white beaded mother-of-pearl
blue mother-of-pearl
18K white gold moon",,18K white gold,,18K white gold,quartz,HW5201,,,,"hours and minutes
date
moon phase",,"Total gem-setting

                            104 brilliant-cut diamonds (approx. 2.58 cts)"
PRNQMP36RR004,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-moon-phase-36mm-r1/18k-rose-gold-diamond-set-prnqmp36rr004,,Harry Winston,,,Premier Moon Phase 36mm,,,,,,,,,,,closed,36 mm,,,7.9 mm,,,,3,,"white beaded mother-of-pearl
blue mother-of-pearl
18K rose gold moon",,18K rose gold,,18K rose gold,quartz,HW5201,,,,"hours and minutes
date
moon phase",,"Total gem-setting

                            405 brilliant–cut diamonds (approx. 11.12 cts)"
PRNAHM36WW018,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-precious-lace-automatic-36mm-w1/18k-white-gold-diamond-set-prnahm36ww018,,Harry Winston,,,Premier Precious Lace Automatic 36mm,,,,,,,,,,,"open, sapphire crystal",36 mm,,,9.3 mm,,,,3,,"pink mother-of-pearl
white mother-of-pearl lacework",,18K white gold,,18K white gold,automatic,HW2014,,,,excentered hours and minutes,,"Total gem-setting

                            386 brilliant-cut diamonds (approx. 11.08 cts)35 marquise-cut diamonds (approx. 0.59 carat)"
PRNAHM36RR016,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-pearly-lace-automatic-36mm-r1/18k-rose-gold-diamond-set-prnahm36rr016,,Harry Winston,,,Premier Pearly Lace Automatic 36mm,,,,,,,,,,,"open, sapphire crystal",36 mm,,,7.7 mm,,,,3,,"burgundy beaded mother-of-pearl
Tahitian mother-of-pearl lacework",,18K rose gold,,18K rose gold,automatic,HW2008,,,,hours and minutes,,"Total gem-setting

                            375 brilliant–cut diamonds (approx. 11.01 cts)"
PRNAHM36RR014,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-pearly-lace-automatic-36mm-r1/burgundy-pearl-alligator-leather-prnahm36rr014,,Harry Winston,,,Premier Pearly Lace Automatic 36mm,,,,,,,,,,,"open, sapphire crystal",36 mm,,,7.7 mm,,,,3,,"burgundy beaded mother-of-pearl
Tahitian mother-of-pearl lacework",,18K rose gold,,18K rose gold,automatic,HW2008,,,,hours and minutes,,"Total gem-setting

                            74 brilliant-cut diamonds (approx. 2.47 cts)"
PRNQCH40RR004,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-chronograph-40mm-r2/18k-rose-gold-prnqch40rr004,,Harry Winston,,,Premier Chronograph 40mm,,,,,,,,,,,closed,40 mm,,,9.5 mm,,,,3,,"Tahitian mother-of-pearl
18K gold Emerald applique",,18K rose gold,,18K rose gold,quartz,HW5202,,,,"hours, minutes and seconds
date
chronograph
minutes counter
1/10 sec. counter",,"Total gem-setting

                            194 brilliant-cut diamonds (approx. 3.58 cts)"
PRNAHM36RR019,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-precious-lace-automatic-36mm-r1/18k-rose-gold-prnahm36rr019,,Harry Winston,,,Premier Precious Lace Automatic 36mm,,,,,,,,,,,"open, sapphire crystal",36 mm,,,9.3 mm,,,,3,,"blue mother-of-pearl
yellow mother-of-pearl lacework",,18K rose gold,,18K rose gold,automatic,HW2014,,,,excentered hours and minutes,,"Total gem-setting

                            68 brilliant-cut diamonds (approx. 2.39 cts)35 marquise-cut diamonds (approx. 0.59 carat)"
PRNQCH40WW002,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-chronograph-40mm-w1/18k-white-gold-prnqch40ww002,,Harry Winston,,,Premier Chronograph 40mm,,,,,,,,,,,closed,40 mm,,,9.5 mm,,,,3,,"light blue beaded mother-of-pearl
18K gold Emerald applique",,18K white gold,,18K white gold,quartz,HW5202,,,,"hours, minutes and seconds
date
chronograph
minutes counter
1/10 sec. counter",,"Total gem-setting

                            194 brilliant-cut diamonds (approx. 3.58 cts)"
PRNAMP36WW001,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-precious-moon-phase-automatic-36mm-w1/blue-pearl-alligator-leather-prnamp36ww001,,Harry Winston,,,Premier Precious Moon Phase Automatic 36mm,,,,,,,,,,,"open, sapphire crystal",36 mm,,,9.8 mm,,,,3,,"blue aventurine
blue and white mother-of-pearl",,18K white gold,,18K white gold,automatic,HW3102,,,,"excentered hours and minutes
moon phase",,"Total gem-setting

                            176 brilliant-cut diamonds (approx. 2.63 cts)1 emerald-cut diamond (approx. 0.01 carat)"
PRNQMP36WW004,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-moon-phase-36mm-w1/18k-white-gold-diamond-set-prnqmp36ww004,,Harry Winston,,,Premier Moon Phase 36mm,,,,,,,,,,,closed,36 mm,,,7.9 mm,,,,3,,"white beaded mother-of-pearl
blue mother-of-pearl
18K white gold moon",,18K white gold,,18K white gold,quartz,HW5201,,,,"hours and minutes
date
moon phase",,"Total gem-setting

                            405 brilliant–cut diamonds (approx. 11.12 cts)"
PRNAMP36RR002,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-precious-moon-phase-automatic-36mm-r1/18k-rose-gold-prnamp36rr002,,Harry Winston,,,Premier Precious Moon Phase Automatic 36mm,,,,,,,,,,,"open, sapphire crystal",36 mm,,,9.8 mm,,,,3,,"Havana brown aventurine
brown and white mother-of-pearl",,18K rose gold,,18K rose gold,automatic,HW3102,,,,"excentered hours and minutes
moon phase",,"Total gem-setting

                            159 brilliant-cut diamonds (approx. 2.48 cts)1 emerald-cut diamond (approx. 0.01 carat)"
PRNAMP36RR001,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-precious-moon-phase-automatic-36mm-r1/brown-pearl-alligator-leather-prnamp36rr001,,Harry Winston,,,Premier Precious Moon Phase Automatic 36mm,,,,,,,,,,,"open, sapphire crystal",36 mm,,,9.8 mm,,,,3,,"Havana brown aventurine
brown and white mother-of-pearl",,18K rose gold,,18K rose gold,automatic,HW3102,,,,"excentered hours and minutes
moon phase",,"Total gem-setting

                            176 brilliant-cut diamonds (approx. 2.63 cts)1 emerald-cut diamond (approx. 0.01 carat)"
PRNAHM36WW015,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-precious-lace-automatic-36mm-w1/white-pearl-alligator-leather-prnahm36ww015,,Harry Winston,,,Premier Precious Lace Automatic 36mm,,,,,,,,,,,"open, sapphire crystal",36 mm,,,9.3 mm,,,,3,,"pink mother-of-pearl
white mother-of-pearl lacework",,18K white gold,,18K white gold,automatic,HW2014,,,,excentered hours and minutes,,"Total gem-setting

                            85 brilliant-cut diamonds (approx. 2.54 cts)35 marquise-cut diamonds (approx. 0.59 carat)"
PRNQMP36WW003,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-moon-phase-36mm-w1/18k-white-gold-prnqmp36ww003,,Harry Winston,,,Premier Moon Phase 36mm,,,,,,,,,,,closed,36 mm,,,7.9 mm,,,,3,,"white beaded mother-of-pearl
blue mother-of-pearl
18K white gold moon",,18K white gold,,18K white gold,quartz,HW5201,,,,"hours and minutes
date
moon phase",,"Total gem-setting

                            87 brilliant-cut diamonds (approx. 2.43 cts)"
